MID,CHURN,CALL_CENTRE_CALLS,MFTR,EXTERNAL_CONGESTION_ERRORS,NORMAL_CALLS,SUBSCRIBER_ERRORS,QOS_CONGESTION,QOS_SUBSCRIBER,QOS_GROUP,USAGE_DIRECTION,EVENT_TYPE_DATA_USAGE_DIRECTION,EVENT_TYPE_INCOMING_USAGE_DIRECT,EVENT_TYPE_OUTGOING_USAGE_DIRECT,EVENT_TYPE_SMS_USAGE_DIRECTION,OUTGOING_OVERALL,INCOMING_OVERALL,SMS_OVERALL,DATA_OVERALL,USAGE_LIFESTYLE,LIFESTYLE
15018293706,"0",1,"Nokia",1,59,0,0.016949,0.000000,"Poor",0.657541,,0.896552,1.238095,0.495516,-0.788412,-0.615955,-0.500284,-1.000000,"No Data Usage","Norm Peterson"
15018531228,"0",,"RIM",0,95,1,0.000000,0.010526,"Fair",1.071869,,1.203704,0.773810,1.238095,-0.747758,-0.438347,-0.724752,-1.000000,"No Data Usage","Homebody"
15018534264,"0",,"Apple",0,161,0,0.000000,0.000000,"Good",0.578759,,0.266667,0.288889,1.180723,-0.504082,-0.480777,-0.186280,-1.000000,"No Data Usage","Daily Grinder"
15018547542,"0",,"RIM",0,149,0,0.000000,0.000000,"Good",1.585560,,1.969697,0.625926,3.746618,-0.502836,-0.508101,1.205177,-1.000000,"High SMS","Daily Grinder"
15018563700,"0",,"Apple",17,783,0,0.021711,0.000000,"Poor",0.451989,,0.769819,0.570399,0.467737,0.917520,0.927067,-0.211940,-1.000000,"Voice Caller","Undef"
15018920952,"0",,"Apple",1,196,0,0.005102,0.000000,"Good",0.878867,0.000000,1.416667,1.227778,0.871022,-0.355950,-0.431915,-0.532167,-0.744517,"Other Usage","Daily Grinder"
15018923736,"0",,"Apple",0,29,0,0.000000,0.000000,"Good",1.642852,,1.509677,1.828350,1.590528,0.725077,0.430395,2.367796,-1.000000,"High SMS","Daily Grinder"
15019112982,"0",,"Apple",1,178,0,0.005618,0.000000,"Good",1.097154,,0.884354,1.274510,1.132600,-0.432612,-0.518655,1.110078,-1.000000,"High SMS","Daily Grinder"
15019120866,"0",2,"RIM",0,96,0,0.000000,0.000000,"Good",0.827708,,0.565217,1.050505,0.867402,-0.618649,-0.713792,-0.216184,-1.000000,"No Data Usage","Daily Grinder"
15019122180,"1",,"Samsung",1,232,0,0.004310,0.000000,"Good",1.652537,,0.732394,1.857143,2.368075,-0.190492,-0.345695,-0.542381,-1.000000,"Voice Caller","Daily Grinder"
15019132572,"0",,"RIM",0,106,0,0.000000,0.000000,"Good",1.560590,,3.545455,0.722222,1.974684,-0.554591,-0.730574,-0.685303,-1.000000,"No Data Usage","Daily Grinder"
15019148214,"0",4,"HTC",4,185,0,0.021622,0.000000,"Poor",0.856799,,0.771689,0.766962,1.031746,-0.450877,-0.391681,-0.486253,-1.000000,"No Data Usage","Daily Grinder"
15019169412,"0",5,"Apple",1,915,1,0.001093,0.001093,"Good",0.956891,,0.918537,0.856243,1.095894,1.497843,1.684379,0.503669,-1.000000,"High SMS","Delivering the Goods"
15019196250,"0",6,"LG",2,211,0,0.009479,0.000000,"Fair",1.722982,,1.942529,1.409214,1.817204,-0.337187,-0.401334,0.704628,-1.000000,"High SMS","Norm Peterson"
15019239552,"0",,"Apple",0,30,0,0.000000,0.000000,"Good",0.908785,0.000000,1.300000,1.444444,0.890695,-0.861971,-0.707856,-0.219799,-0.692185,"Other Usage","Norm Peterson"
15020094228,"0",5,"Samsung",2,399,0,0.005013,0.000000,"Good",0.952363,,0.857143,1.002268,0.997680,0.438673,-0.261985,0.952365,-1.000000,"High SMS","Daily Grinder"
15020650704,"0",,"Samsung",1,231,0,0.004329,0.000000,"Good",1.402533,,1.666667,1.206751,1.334182,-0.309611,-0.497449,-0.423257,-1.000000,"No Data Usage","Daily Grinder"
15020690388,"0",,"Apple",2,701,0,0.002853,0.000000,"Good",1.303117,,1.216129,1.413333,1.279887,0.756453,1.244784,-0.585818,-1.000000,"Voice Caller","Undef"
15021261426,"0",,"Samsung",0,23,0,0.000000,0.000000,"Good",1.444444,,4.333333,0.000000,0.000000,-0.770442,-0.827337,-0.722347,-1.000000,"Low Overall","Homebody"
15021711744,"0",,"Apple",1,122,0,0.008197,0.000000,"Fair",1.370920,,1.031746,1.604938,1.476075,-0.612138,-0.547349,-0.279902,-1.000000,"No Data Usage","Daily Grinder"
15022307904,"0",,"Apple",0,51,0,0.000000,0.000000,"Good",1.494649,,0.722222,2.101010,1.660714,-0.745229,-0.771215,-0.385505,-1.000000,"No Data Usage","Homebody"
15023520852,"0",,"RIM",5,513,0,0.009747,0.000000,"Fair",1.561706,,1.888889,1.586310,1.083333,0.039555,0.855142,-0.663893,-1.000000,"Voice Caller","Norm Peterson"
15023522070,"0",,"Nokia",0,58,0,0.000000,0.000000,"Good",0.154054,,0.000000,0.302326,0.159836,-0.720796,-0.760088,-0.634936,-1.000000,"No Data Usage","Homebody"
15023739150,"0",,"Apple",5,264,0,0.018939,0.000000,"Poor",0.820219,,1.529412,0.769882,0.981584,-0.080753,-0.317548,-0.513787,-1.000000,"Voice Caller","Daily Grinder"
15024826506,"0",,"HTC",0,332,0,0.000000,0.000000,"Good",1.578237,,1.468320,1.995204,1.271186,-0.186135,-0.019910,-0.333597,-1.000000,"Voice Caller","Daily Grinder"
15025076934,"0",,"Samsung",0,94,0,0.000000,0.000000,"Good",0.662298,,0.619048,0.886364,0.481481,-0.673898,-0.533881,-0.713307,-1.000000,"No Data Usage","Daily Grinder"
15025078074,"0",,"Samsung",0,4,0,0.000000,0.000000,"Good",0.000000,,,0.000000,,-0.873941,-1.000000,-1.000000,-1.000000,"Low Overall","Homebody"
15025386978,"0",,"Apple",0,330,0,0.000000,0.000000,"Good",0.966361,0.000000,1.587459,0.554502,1.723485,0.025666,-0.051741,-0.382075,-0.751297,"Voice Caller","Daily Grinder"
15025672290,"0",,"Apple",1,262,0,0.003817,0.000000,"Good",0.847322,,0.722222,0.758333,1.061410,-0.263954,-0.235962,-0.151593,-1.000000,"No Data Usage","Daily Grinder"
15025679484,"0",8,"Nokia",0,45,0,0.000000,0.000000,"Good",0.099617,,0.000000,0.298851,0.000000,-0.773295,-0.746483,-0.722600,-1.000000,"Low Overall","Homebody"
15025690902,"0",,"Nokia",0,23,0,0.000000,0.000000,"Good",0.827273,,0.866667,0.787879,,-0.841132,-0.786915,-1.000000,-1.000000,"Low Overall","Homebody"
15025691364,"0",,"Nokia",0,26,0,0.000000,0.000000,"Good",1.632850,,0.000000,0.565217,4.333333,-0.790811,-0.815230,-0.727480,-1.000000,"Low Overall","Homebody"
15025691982,"1",,"RIM",0,386,0,0.000000,0.000000,"Good",1.630019,4.333333,0.753623,0.744108,0.689010,0.345407,-0.367509,-0.085976,-0.751490,"Other Usage","Daily Grinder"
15025845456,"1",,"Samsung",2,135,0,0.014815,0.000000,"Fair",0.000000,,0.000000,0.000000,0.000000,-0.436043,-0.561573,-0.512974,-1.000000,"No Data Usage","Daily Grinder"
15026989782,"0",,"LG",0,151,0,0.000000,0.000000,"Good",1.160512,,1.529412,0.796569,1.155556,-0.415898,-0.750642,-0.719557,-1.000000,"No Data Usage","Daily Grinder"
15027421560,"0",2,"LG",1,51,0,0.019608,0.000000,"Poor",4.738728,,1.083333,2.833333,10.299517,-0.687236,-0.803074,-0.606523,-1.000000,"No Data Usage","Homebody"
15027720468,"1",,"Apple",1,198,0,0.005051,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.285422,-0.524275,0.082033,-1.000000,"No Data Usage","Daily Grinder"
15028250832,"1",,"Apple",0,52,0,0.000000,0.000000,"Good",1.425076,,1.166667,2.333333,0.775229,-0.832376,-0.664279,-0.501929,-1.000000,"No Data Usage","Undef"
15028256136,"0",,"Samsung",0,57,0,0.000000,0.000000,"Good",0.959084,,1.784314,0.495238,0.597701,-0.738731,-0.715511,-0.718478,-1.000000,"Low Overall","Homebody"
15029293614,"0",,"Apple",0,274,0,0.000000,0.000000,"Good",1.071432,,1.045977,1.191667,0.976653,-0.025396,-0.489991,-0.189313,-1.000000,"No Data Usage","Daily Grinder"
15029323968,"0",,"RIM",2,287,0,0.006969,0.000000,"Fair",1.436373,,1.310924,1.679587,1.318609,-0.251437,-0.075404,0.088840,-1.000000,"No Data Usage","Daily Grinder"
15029392764,"0",,"Apple",2,378,0,0.005291,0.000000,"Good",1.610579,,1.706037,1.412523,1.713178,0.054142,0.197866,-0.656747,-1.000000,"Voice Caller","Daily Grinder"
15029397234,"0",,"Apple",2,139,0,0.014388,0.000000,"Fair",0.791126,,0.585586,0.914815,0.872977,-0.480560,-0.576472,-0.167380,-1.000000,"No Data Usage","Daily Grinder"
15029409126,"0",2,"Apple",4,608,0,0.006579,0.000000,"Fair",0.581088,0.000000,1.068493,1.339912,1.078125,0.487801,1.047968,-0.288581,-0.753848,"Voice Caller","Undef"
15030319806,"0",2,"Apple",4,612,0,0.006536,0.000000,"Fair",0.721377,0.000000,1.066406,1.200000,1.340480,0.463389,0.851476,-0.396186,-0.753665,"Voice Caller","Undef"
15030355938,"0",8,"Apple",2,77,0,0.025974,0.000000,"Poor",1.406460,,2.333333,1.045977,0.840068,-0.686146,-0.739717,-0.054575,-1.000000,"No Data Usage","Daily Grinder"
15031072080,"0",,"Nokia",0,52,0,0.000000,0.000000,"Good",0.472431,,0.798246,0.619048,0.000000,-0.864045,-0.641783,-0.728607,-1.000000,"No Data Usage","Homebody"
15031075290,"1",1,"LG",0,112,0,0.000000,0.000000,"Good",1.661724,,1.238095,2.031250,1.715827,-0.591610,-0.647984,2.528516,-1.000000,"High SMS","Daily Grinder"
15031957098,"0",,"Nokia",0,39,0,0.000000,0.000000,"Good",2.406379,,2.888889,3.058824,1.271425,-0.792787,-0.770524,0.264406,-1.000000,"High SMS","Homebody"
15032267016,"0",2,"Apple",0,368,1,0.000000,0.002717,"Good",0.708655,0.000000,0.948718,0.880570,1.005333,-0.089666,0.279520,-0.300359,-0.676655,"Voice Caller","Daily Grinder"
15032333370,"0",,"Apple",3,523,0,0.005736,0.000000,"Good",0.865720,0.000000,0.728000,1.465875,1.269003,0.546399,-0.083885,0.360257,-0.752340,"High SMS","Undef"
15032435862,"0",,"Apple",0,283,0,0.000000,0.000000,"Good",0.978897,,1.054054,0.634921,1.247716,0.134089,-0.610760,0.304221,-1.000000,"High SMS","Daily Grinder"
15032439354,"0",,"Apple",0,92,0,0.000000,0.000000,"Good",0.826003,,1.083333,1.067633,0.327044,-0.612496,-0.718556,-0.709827,-1.000000,"No Data Usage","Homebody"
15032442726,"0",,"Apple",0,60,0,0.000000,0.000000,"Good",1.125387,,0.577778,1.171171,1.627211,-0.713105,-0.743404,-0.604009,-1.000000,"No Data Usage","Homebody"
15033535770,"0",,"Apple",8,489,0,0.016360,0.000000,"Poor",1.581446,,1.519481,1.898876,1.325980,0.020803,0.804591,-0.011447,-1.000000,"No Data Usage","Daily Grinder"
15033929970,"0",,"Apple",0,141,0,0.000000,0.000000,"Good",3.458236,10.652778,1.516667,1.189542,0.473958,-0.478656,-0.728353,-0.672480,-0.713068,"Other Usage","Daily Grinder"
15036500100,"0",2,"Apple",2,390,0,0.005128,0.000000,"Good",0.976321,0.000000,0.877996,1.035772,1.991517,-0.047846,0.126106,-0.301311,-0.752408,"Voice Caller","Norm Peterson"
15036949302,"0",,"Apple",0,207,0,0.000000,0.000000,"Good",1.261023,,1.238095,1.100529,1.444444,-0.578316,0.117267,-0.664073,-1.000000,"No Data Usage","Daily Grinder"
15037009836,"0",,"Apple",3,405,0,0.007407,0.000000,"Fair",1.308151,,1.529412,1.529412,0.865630,-0.129491,0.379063,-0.397170,-1.000000,"Voice Caller","Daily Grinder"
15037023600,"0",,"RIM",0,49,0,0.000000,0.000000,"Good",2.341126,,3.611111,1.925926,1.486341,-0.703909,-0.769723,0.489274,-1.000000,"High SMS","Undef"
15037038966,"0",,"",0,166,0,0.000000,0.000000,"Good",1.566032,,0.176357,0.188406,4.333333,-0.267675,0.128399,-0.710780,-1.000000,"No Data Usage","Undef"
15037077084,"0",,"Apple",0,204,0,0.000000,0.000000,"Good",1.467141,,1.784314,2.229773,0.387337,-0.459650,-0.498151,-0.659954,-1.000000,"No Data Usage","Daily Grinder"
15037194312,"0",,"Apple",0,153,0,0.000000,0.000000,"Good",1.406436,,1.286458,0.577778,2.355072,-0.636061,-0.417706,-0.655763,-0.710102,"Other Usage","Daily Grinder"
15038421960,"0",3,"Apple",0,35,0,0.000000,0.000000,"Good",1.272487,,2.888889,0.928571,0.000000,-0.798463,-0.806083,-0.721080,-1.000000,"Low Overall","Homebody"
15038423442,"1",,"Apple",0,376,0,0.000000,0.000000,"Good",1.055218,,1.243169,1.292049,0.630435,0.076347,-0.033733,-0.180516,-1.000000,"No Data Usage","Daily Grinder"
15038454966,"0",,"Apple",0,79,0,0.000000,0.000000,"Good",0.808988,,0.722222,0.630303,1.074439,-0.663999,-0.722755,0.078851,-1.000000,"No Data Usage","Undef"
15038476344,"0",,"Apple",0,62,0,0.000000,0.000000,"Good",0.655322,,0.619048,0.100775,1.246143,-0.747947,-0.727195,1.497683,-1.000000,"High SMS","Homebody"
15038519466,"0",2,"Apple",0,47,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.735809,-0.800289,-0.687344,-1.000000,"No Data Usage","Homebody"
15039001194,"0",,"HTC",0,62,0,0.000000,0.000000,"Good",3.849967,,8.666667,1.507246,1.375987,-0.592982,-0.790754,-0.313714,-1.000000,"No Data Usage","Daily Grinder"
15039010236,"0",,"RIM",2,340,0,0.005882,0.000000,"Good",1.347800,,1.362903,1.291925,1.388571,-0.199913,0.025393,0.342932,-1.000000,"High SMS","Daily Grinder"
15039490188,"0",,"",0,209,0,0.000000,0.000000,"Good",0.448094,,0.369919,0.419355,0.555008,-0.438961,-0.374558,-0.643357,-1.000000,"No Data Usage","Daily Grinder"
15040137192,"0",,"Apple",2,340,0,0.005882,0.000000,"Good",1.271569,,1.585366,2.448052,1.052859,0.088578,0.146785,0.767360,-1.000000,"High SMS","Daily Grinder"
15041282004,"0",,"Apple",1,242,1,0.004132,0.004132,"Fair",0.792420,,1.591837,1.208081,1.162180,-0.194328,-0.362562,-0.247746,-1.000000,"Voice Caller","Daily Grinder"
15041339898,"0",2,"HTC",2,202,0,0.009901,0.000000,"Fair",0.902135,,0.993056,0.794872,0.918478,-0.130317,-0.528636,-0.360867,-1.000000,"Voice Caller","Daily Grinder"
12260037498,"0",,"RIM",7,1797,0,0.003895,0.000000,"Good",0.884555,0.489064,1.467192,1.406985,1.059533,1.983299,2.051406,1.997602,-0.221659,"High SMS","Night Shift"
12273442338,"1",,"Apple",0,48,0,0.000000,0.000000,"Good",,,,,,-0.760517,-0.786450,-0.629096,-0.420321,"Other Usage","Daily Grinder"
12297359766,"0",,"Samsung",1,1469,0,0.000681,0.000000,"Good",0.561041,0.000000,1.122680,0.960806,1.282759,1.734357,1.696169,0.315560,-0.714973,"High SMS","Delivering the Goods"
12297783978,"0",,"HTC",2,183,0,0.010929,0.000000,"Fair",1.472324,,2.044025,2.248945,1.596325,-0.478106,-0.330092,1.927752,-1.000000,"High SMS","Norm Peterson"
13574127600,"0",,"RIM",0,15,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.845118,-0.830353,0.169909,-1.000000,"No Data Usage","Homebody"
13574161332,"0",,"Samsung",0,339,0,0.000000,0.000000,"Good",2.283560,5.405018,0.730924,1.402576,1.595721,0.086290,-0.274942,-0.319674,-0.408633,"Voice Caller","Night Shift"
13574188482,"0",,"Apple",1,57,0,0.017544,0.000000,"Poor",3.420220,10.676976,1.083333,0.787879,1.132694,-0.718804,-0.775605,-0.343238,-0.308473,"Other Usage","Daily Grinder"
13574212590,"0",,"Apple",0,111,0,0.000000,0.000000,"Good",4.500469,7.409043,1.596491,2.744444,6.251898,-0.560383,-0.716189,1.387120,-0.183606,"High SMS","Daily Grinder"
13580648232,"0",14,"RIM",2,1673,0,0.001195,0.000000,"Good",1.242943,1.380873,1.018886,0.683544,0.964745,1.987474,2.314405,2.079921,0.327280,"High SMS","Night Shift"
13580693040,"0",15,"Apple",2,356,0,0.005618,0.000000,"Good",1.484787,4.589351,1.356522,1.168539,0.309524,-0.034970,-0.031840,0.400556,-0.131242,"High SMS","Daily Grinder"
13580697918,"0",,"Apple",2,824,0,0.002427,0.000000,"Good",1.390719,3.148952,1.344444,1.215827,1.244369,0.296837,1.774119,-0.471822,-0.205116,"Voice Caller","Undef"
13580710686,"0",2,"RIM",0,207,0,0.000000,0.000000,"Good",1.442307,,1.468927,1.937669,2.362633,-0.290696,-0.447947,-0.258123,-1.000000,"No Data Usage","Daily Grinder"
13580715318,"0",,"RIM",0,19,0,0.000000,0.000000,"Good",0.739678,0.962963,,0.812500,0.443570,-0.832336,-1.000000,-0.685994,-0.743610,"Other Usage","Undef"
13580733546,"0",4,"Samsung",0,394,0,0.000000,0.000000,"Good",1.355264,4.106667,0.894624,1.279793,0.495238,-0.033854,0.174003,-0.664945,-0.416197,"Voice Caller","Daily Grinder"
13580791578,"1",2,"Samsung",1,213,0,0.004695,0.000000,"Good",1.643850,,1.547619,2.229773,1.154157,-0.409202,-0.411665,0.285774,-1.000000,"High SMS","Norm Peterson"
13580823054,"0",,"Apple",1,266,0,0.003759,0.000000,"Good",1.492991,4.594053,0.977124,1.017677,0.876102,-0.372323,-0.232035,0.320175,-0.078201,"High SMS","Daily Grinder"
13580831124,"0",,"Apple",0,54,0,0.000000,0.000000,"Good",1.500855,3.695297,0.541667,0.525253,1.241206,-0.721534,-0.726427,-0.565975,-0.339066,"Other Usage","Daily Grinder"
13597323342,"1",,"Apple",0,35,0,0.000000,0.000000,"Good",2.532349,6.322404,0.928571,0.240741,2.637681,-0.820390,-0.774876,-0.718547,-0.018585,"Other Usage","Daily Grinder"
13597592370,"0",,"Apple",0,874,0,0.000000,0.000000,"Good",0.536942,,0.673669,0.599581,0.874517,1.075186,0.596816,2.717580,-1.000000,"High SMS","Night Shift"
13600692168,"0",,"Apple",1,152,0,0.006579,0.000000,"Fair",2.393784,,4.197917,1.617778,1.365657,-0.533132,-0.493766,-0.632316,-0.740322,"Other Usage","Daily Grinder"
13600693950,"0",5,"LG",0,40,0,0.000000,0.000000,"Good",4.015152,,2.166667,7.666667,2.212121,-0.768401,-0.787466,-0.648856,-1.000000,"No Data Usage","Homebody"
13600719780,"0",2,"RIM",2,224,0,0.008929,0.000000,"Fair",1.628915,0.990476,0.768817,1.382979,2.835634,-0.317713,-0.423668,1.847041,-0.327523,"High SMS","Daily Grinder"
13607381676,"0",,"RIM",0,227,0,0.000000,0.000000,"Good",1.601139,2.438871,1.409639,1.519256,1.036790,0.182667,-0.190482,1.990361,1.173477,"High SMS","Night Shift"
13607472318,"0",,"Samsung",0,185,0,0.000000,0.000000,"Good",2.695884,4.333333,1.719577,1.850187,1.242987,-0.510895,-0.403658,2.615455,-0.075589,"High SMS","Night Shift"
13612092312,"1",,"LG",0,87,0,0.000000,0.000000,"Good",,,,,,-0.713455,-0.594634,0.090864,-1.000000,"No Data Usage","Norm Peterson"
15012181848,"0",,"Apple",1,228,0,0.004386,0.000000,"Good",0.727654,,0.583333,0.866667,0.732962,-0.211075,-0.541207,-0.494027,-1.000000,"No Data Usage","Daily Grinder"
15012183852,"0",,"Apple",6,242,0,0.024793,0.000000,"Poor",1.080575,,0.855263,0.896552,1.489911,-0.276625,-0.335151,-0.564547,-1.000000,"No Data Usage","Daily Grinder"
15012211362,"0",,"Apple",0,32,0,0.000000,0.000000,"Good",0.335438,,0.188406,0.000000,0.817907,-0.799256,-0.733810,-0.452321,-1.000000,"No Data Usage","Homebody"
15012734256,"0",2,"Apple",0,145,0,0.000000,0.000000,"Good",0.177061,,0.112554,0.270833,0.147794,-0.528156,-0.359672,0.031581,-1.000000,"No Data Usage","Undef"
15012755676,"0",,"RIM",2,461,0,0.004338,0.000000,"Good",0.975589,,0.741228,1.150079,1.035461,-0.033535,0.576868,-0.178791,-1.000000,"No Data Usage","Daily Grinder"
15012759300,"0",,"Apple",1,349,0,0.002865,0.000000,"Good",0.522622,,0.508230,0.431065,0.628571,-0.181042,0.156209,-0.519362,-1.000000,"Voice Caller","Daily Grinder"
15012765810,"0",,"LG",3,484,0,0.006198,0.000000,"Fair",0.981094,,0.846743,1.091688,1.004851,0.692700,-0.300671,0.504340,-1.000000,"High SMS","Daily Grinder"
15012767550,"0",,"Apple",0,24,0,0.000000,0.000000,"Good",0.899114,,1.444444,0.577778,0.675121,-0.841914,-0.807421,-0.622121,-1.000000,"No Data Usage","Homebody"
15012775956,"1",,"HTC",1,924,0,0.001082,0.000000,"Good",0.676108,,0.509804,0.707147,0.811373,1.283644,1.516370,-0.366258,-1.000000,"Voice Caller","Undef"
15012818580,"0",,"Apple",0,94,0,0.000000,0.000000,"Good",0.926960,,0.492424,0.825397,1.463058,-0.712827,-0.554307,-0.487030,-1.000000,"No Data Usage","Homebody"
15012821010,"0",,"RIM",0,49,0,0.000000,0.000000,"Good",0.335197,0.000000,0.520000,0.393939,0.426850,-0.767286,-0.677754,-0.395706,-0.740990,"Other Usage","Norm Peterson"
15012915624,"0",,"RIM",0,18,0,0.000000,0.000000,"Good",2.854660,,2.166667,4.333333,2.063981,-0.817368,-0.814822,-0.485511,-1.000000,"No Data Usage","Homebody"
15012925872,"0",,"Apple",1,188,0,0.005319,0.000000,"Good",1.277367,,1.218750,1.426160,1.187189,-0.357789,0.069915,0.520658,-1.000000,"High SMS","Undef"
15012928362,"0",,"Apple",5,487,0,0.010267,0.000000,"Fair",1.276687,,1.657559,1.113898,1.058605,0.309410,0.372116,2.717580,-1.000000,"High SMS","Norm Peterson"
15012958236,"1",,"Samsung",0,64,0,0.000000,0.000000,"Good",0.332451,,0.000000,0.481481,0.515873,-0.648359,-0.779481,-0.707638,-1.000000,"No Data Usage","Homebody"
15013090110,"0",2,"LG",1,223,0,0.004484,0.000000,"Good",1.225703,,2.785714,1.254386,0.862712,-0.288952,-0.509035,2.489720,-1.000000,"High SMS","Daily Grinder"
15013157544,"0",,"Apple",0,494,0,0.000000,0.000000,"Good",0.828304,,0.871022,0.799353,0.814536,0.260180,0.367640,-0.506309,-1.000000,"Voice Caller","Daily Grinder"
15013183854,"0",,"Apple",0,34,0,0.000000,0.000000,"Good",1.387346,,1.083333,2.437500,0.641205,-0.815051,-0.744646,0.112790,-1.000000,"No Data Usage","Homebody"
15013861554,"0",,"Apple",1,427,0,0.002342,0.000000,"Good",0.889717,,1.195402,0.594203,0.879545,0.246369,0.324359,0.786221,-1.000000,"High SMS","Norm Peterson"
15013875636,"0",,"Apple",4,411,0,0.009732,0.000000,"Fair",1.591820,,1.172131,1.582296,2.021033,0.234904,0.036167,1.926696,-1.000000,"High SMS","Daily Grinder"
15013914798,"0",,"Samsung",1,90,0,0.011111,0.000000,"Fair",3.203223,,3.250000,2.355072,4.004598,-0.692344,-0.737254,-0.638540,-1.000000,"No Data Usage","Undef"
15015220968,"0",,"Nokia",0,3,0,0.000000,0.000000,"Good",0.000000,,,0.000000,0.000000,-0.869491,-1.000000,-0.725400,-1.000000,"Low Overall","Homebody"
15015359268,"0",,"LG",0,70,0,0.000000,0.000000,"Good",1.600664,,2.476190,0.881356,1.444444,-0.610961,-0.692471,-0.706321,-1.000000,"No Data Usage","Homebody"
15015422334,"0",,"Apple",0,610,0,0.000000,0.000000,"Good",0.916842,,1.389937,0.404708,0.955882,0.858089,1.353338,-0.703295,-1.000000,"Voice Caller","Undef"
15015728208,"0",,"Nokia",2,381,0,0.005249,0.000000,"Good",0.941410,,0.713080,1.059680,1.051471,0.139012,0.182400,-0.668860,-1.000000,"Voice Caller","Daily Grinder"
15015795636,"0",8,"Apple",0,208,0,0.000000,0.000000,"Good",0.349335,,0.412698,0.366501,0.268806,-0.083314,-0.554435,-0.370381,-1.000000,"Voice Caller","Daily Grinder"
15016020396,"0",2,"Apple",2,103,0,0.019417,0.000000,"Poor",0.749157,,0.907658,0.805180,0.534632,0.242362,-0.020196,0.193461,-1.000000,"No Data Usage","Daily Grinder"
15016060164,"0",,"Apple",0,335,0,0.000000,0.000000,"Good",2.026320,,1.843972,2.212766,2.022222,-0.062469,-0.202621,-0.673744,-1.000000,"Voice Caller","Daily Grinder"
15017223390,"0",4,"Apple",0,357,0,0.000000,0.000000,"Good",1.616515,,2.106481,1.482456,1.260606,-0.147167,0.281419,-0.670703,-1.000000,"Voice Caller","Daily Grinder"
15018260820,"0",1,"LG",0,122,0,0.000000,0.000000,"Good",0.741958,,0.672414,1.553459,0.000000,-0.600896,-0.425936,-0.726121,-1.000000,"No Data Usage","Daily Grinder"
15018295470,"0",3,"Apple",3,436,0,0.006881,0.000000,"Fair",0.857328,,1.361905,1.093851,0.973556,0.012724,0.408483,0.000960,-1.000000,"No Data Usage","Daily Grinder"
15018297114,"0",2,"Samsung",0,238,0,0.000000,0.000000,"Good",1.176336,,1.224638,1.248000,1.056371,-0.315204,-0.210459,0.050490,-1.000000,"No Data Usage","Daily Grinder"
15018337800,"0",,"HTC",1,1098,1,0.000911,0.000911,"Good",0.697417,,0.897490,0.722222,1.169957,1.452028,1.833720,0.067729,-1.000000,"No Data Usage","Night Shift"
15018445320,"0",,"LG",0,53,0,0.000000,0.000000,"Good",3.897865,,0.000000,1.980952,9.712644,-0.704518,-0.806757,-0.693441,-0.699679,"Other Usage","Undef"
15018452508,"0",,"RIM",0,72,0,0.000000,0.000000,"Good",0.555569,,0.254902,0.570175,0.841631,-0.707064,-0.653505,0.647054,-1.000000,"High SMS","Norm Peterson"
15018517650,"0",,"Sony Mobile Communications AB",0,8,0,0.000000,0.000000,"Good",0.000000,,0.000000,0.000000,0.000000,-0.860482,-0.836333,-0.719860,-1.000000,"Low Overall","Homebody"
15018564270,"0",,"Apple",0,172,0,0.000000,0.000000,"Good",0.780943,,1.005952,1.181818,0.936000,-0.488293,-0.474289,0.077669,-1.000000,"No Data Usage","Daily Grinder"
15019100070,"0",4,"Nokia",0,6,0,0.000000,0.000000,"Good",,,,,,-0.876664,-0.834321,-0.728679,-1.000000,"Low Overall","Homebody"
15019110828,"0",,"Apple",1,704,0,0.001420,0.000000,"Good",0.663004,,0.450495,0.924628,0.613889,1.438621,0.410326,-0.674351,-1.000000,"Voice Caller","Undef"
15019162512,"0",,"Samsung",0,380,0,0.000000,0.000000,"Good",1.017273,,0.962963,1.070785,1.018072,0.230010,-0.100557,-0.375345,-1.000000,"Voice Caller","Daily Grinder"
15019165944,"0",,"Nokia",3,170,0,0.017647,0.000000,"Poor",1.999717,,1.246575,2.744444,2.008130,-0.534398,-0.354010,-0.704671,-1.000000,"No Data Usage","Daily Grinder"
15019207368,"0",,"Apple",5,202,0,0.024752,0.000000,"Poor",1.009264,,1.238095,0.745520,1.044177,-0.429655,-0.205036,-0.499180,-1.000000,"No Data Usage","Daily Grinder"
15019222188,"0",,"Nokia",0,11,0,0.000000,0.000000,"Good",4.557033,,0.619048,13.000000,0.052052,-0.873297,-0.802031,-0.572149,-1.000000,"No Data Usage","Homebody"
15019246878,"0",,"Samsung",0,260,0,0.000000,0.000000,"Good",1.079547,,1.140351,1.115331,0.982961,0.118085,-0.694502,-0.558164,-1.000000,"Voice Caller","Daily Grinder"
15020087244,"0",,"Samsung",0,117,0,0.000000,0.000000,"Good",1.703041,,1.784314,1.413043,1.911765,-0.661332,-0.425430,-0.688450,-1.000000,"No Data Usage","Homebody"
15020646072,"1",2,"RIM",0,172,0,0.000000,0.000000,"Good",0.848162,,1.258065,1.056911,1.077673,-0.358847,-0.663928,0.565799,-1.000000,"High SMS","Daily Grinder"
